origin	destination	north_south_indicator
peru	argentina	1
peru	dominica	-1
peru	suriname	-1
peru	saint_lucia	-1
peru	el_salvador	-1
peru	puerto_rico	-1
peru	british_virgin_islands	-1
peru	ecuador	-1
peru	guyana	-1
peru	grenada	-1
peru	guadeloupe	-1
peru	antigua_barbuda	-1
costa_rica	united_states	-1
costa_rica	jamaica	-1
costa_rica	honduras	-1
costa_rica	colombia	1
costa_rica	mexico	-1
costa_rica	saint_kitts_nevis	-1
costa_rica	turks_caicos_islands	-1
costa_rica	sint_maarten	-1
costa_rica	saint_vincent_grenadines	-1
costa_rica	paraguay	1
costa_rica	nicaragua	-1
costa_rica	barbados	-1
costa_rica	canada	-1
costa_rica	united_states_virgin_islands	-1
costa_rica	curacao	-1
costa_rica	bolivia	1
costa_rica	panama	1
costa_rica	uruguay	1
costa_rica	bahamas	-1
costa_rica	bermuda	-1
costa_rica	aruba	-1
costa_rica	peru	1
costa_rica	anguilla	-1
costa_rica	venezuela	-1
costa_rica	french_guiana	1
costa_rica	cayman_islands	-1
costa_rica	brazil	1
costa_rica	trinidad_tobago	-1
costa_rica	dominican_republic	-1
costa_rica	cuba	-1
costa_rica	guatemala	-1
costa_rica	chile	1
costa_rica	martinique	-1
costa_rica	haiti	-1
costa_rica	belize	-1
costa_rica	argentina	1
costa_rica	dominica	-1
costa_rica	suriname	1
costa_rica	saint_lucia	-1
costa_rica	el_salvador	-1
costa_rica	puerto_rico	-1
costa_rica	british_virgin_islands	-1
costa_rica	ecuador	1
costa_rica	guyana	1
costa_rica	grenada	-1
costa_rica	guadeloupe	-1
costa_rica	antigua_barbuda	-1
anguilla	united_states	-1
anguilla	jamaica	1
anguilla	honduras	1
anguilla	colombia	1
anguilla	mexico	-1
anguilla	saint_kitts_nevis	1
anguilla	turks_caicos_islands	-1
anguilla	sint_maarten	1
anguilla	saint_vincent_grenadines	1
anguilla	paraguay	1
anguilla	nicaragua	1
anguilla	barbados	1
anguilla	canada	-1
anguilla	united_states_virgin_islands	1
anguilla	curacao	1
anguilla	bolivia	1
anguilla	panama	1
anguilla	uruguay	1
anguilla	bahamas	-1
anguilla	bermuda	-1
anguilla	aruba	1
anguilla	peru	1
anguilla	costa_rica	1
anguilla	venezuela	1
anguilla	french_guiana	1
anguilla	cayman_islands	-1
anguilla	brazil	1
anguilla	trinidad_tobago	1
anguilla	dominican_republic	-1
anguilla	cuba	-1
anguilla	guatemala	1
anguilla	chile	1
anguilla	martinique	1
anguilla	haiti	-1
anguilla	belize	1
anguilla	argentina	1
anguilla	dominica	1
anguilla	suriname	1
anguilla	saint_lucia	1
anguilla	el_salvador	1
anguilla	puerto_rico	-1
anguilla	british_virgin_islands	-1
anguilla	ecuador	1
anguilla	guyana	1
anguilla	grenada	1
anguilla	guadeloupe	1
anguilla	antigua_barbuda	1
venezuela	united_states	-1
venezuela	jamaica	-1
venezuela	honduras	-1
venezuela	colombia	1
venezuela	mexico	-1
venezuela	saint_kitts_nevis	-1
venezuela	turks_caicos_islands	-1
venezuela	sint_maarten	-1
venezuela	saint_vincent_grenadines	-1
venezuela	paraguay	1
venezuela	nicaragua	-1
venezuela	barbados	-1
venezuela	canada	-1
venezuela	united_states_virgin_islands	-1
venezuela	curacao	-1
venezuela	bolivia	1
venezuela	panama	1
venezuela	uruguay	1
venezuela	bahamas	-1
venezuela	bermuda	-1
venezuela	aruba	-1
venezuela	peru	1
venezuela	costa_rica	1
venezuela	anguilla	-1
venezuela	french_guiana	1
venezuela	cayman_islands	-1
venezuela	brazil	1
venezuela	trinidad_tobago	-1
venezuela	dominican_republic	-1
venezuela	cuba	-1
venezuela	guatemala	-1
venezuela	chile	1
venezuela	martinique	-1
venezuela	haiti	-1
venezuela	belize	-1
venezuela	argentina	1
venezuela	dominica	-1
venezuela	suriname	1
venezuela	saint_lucia	-1
venezuela	el_salvador	-1
venezuela	puerto_rico	-1
venezuela	british_virgin_islands	-1
venezuela	ecuador	1
venezuela	guyana	1
venezuela	grenada	-1
venezuela	guadeloupe	-1
venezuela	antigua_barbuda	-1
french_guiana	united_states	-1
french_guiana	jamaica	-1
french_guiana	honduras	-1
french_guiana	colombia	-1
french_guiana	mexico	-1
french_guiana	saint_kitts_nevis	-1
french_guiana	turks_caicos_islands	-1
french_guiana	sint_maarten	-1
french_guiana	saint_vincent_grenadines	-1
french_guiana	paraguay	1
french_guiana	nicaragua	-1
french_guiana	barbados	-1
french_guiana	canada	-1
french_guiana	united_states_virgin_islands	-1
french_guiana	curacao	-1
french_guiana	bolivia	1
french_guiana	panama	-1
french_guiana	uruguay	1
french_guiana	bahamas	-1
french_guiana	bermuda	-1
french_guiana	aruba	-1
french_guiana	peru	1
french_guiana	costa_rica	-1
french_guiana	anguilla	-1
french_guiana	venezuela	-1
french_guiana	cayman_islands	-1
french_guiana	brazil	1
french_guiana	trinidad_tobago	-1
french_guiana	dominican_republic	-1
french_guiana	cuba	-1
french_guiana	guatemala	-1
french_guiana	chile	1
french_guiana	martinique	-1
french_guiana	haiti	-1
french_guiana	belize	-1
french_guiana	argentina	1
french_guiana	dominica	-1
french_guiana	suriname	-1
french_guiana	saint_lucia	-1
french_guiana	el_salvador	-1
french_guiana	puerto_rico	-1
french_guiana	british_virgin_islands	-1
french_guiana	ecuador	1
french_guiana	guyana	-1
french_guiana	grenada	-1
french_guiana	guadeloupe	-1
french_guiana	antigua_barbuda	-1
cayman_islands	united_states	-1
cayman_islands	jamaica	1
cayman_islands	honduras	1
cayman_islands	colombia	1
cayman_islands	mexico	-1
cayman_islands	saint_kitts_nevis	1
cayman_islands	turks_caicos_islands	-1
cayman_islands	sint_maarten	1
cayman_islands	saint_vincent_grenadines	1
cayman_islands	paraguay	1
cayman_islands	nicaragua	1
cayman_islands	barbados	1
cayman_islands	canada	-1
cayman_islands	united_states_virgin_islands	1
cayman_islands	curacao	1
cayman_islands	bolivia	1
cayman_islands	panama	1
cayman_islands	uruguay	1
cayman_islands	bahamas	-1
cayman_islands	bermuda	-1
cayman_islands	aruba	1
cayman_islands	peru	1
cayman_islands	costa_rica	1
cayman_islands	anguilla	1
cayman_islands	venezuela	1
cayman_islands	french_guiana	1
cayman_islands	brazil	1
cayman_islands	trinidad_tobago	1
cayman_islands	dominican_republic	1
cayman_islands	cuba	-1
cayman_islands	guatemala	1
cayman_islands	chile	1
cayman_islands	martinique	1
cayman_islands	haiti	1
cayman_islands	belize	1
cayman_islands	argentina	1
cayman_islands	dominica	1
cayman_islands	suriname	1
cayman_islands	saint_lucia	1
cayman_islands	el_salvador	1
cayman_islands	puerto_rico	1
cayman_islands	british_virgin_islands	1
cayman_islands	ecuador	1
cayman_islands	guyana	1
cayman_islands	grenada	1
cayman_islands	guadeloupe	1
cayman_islands	antigua_barbuda	1
brazil	united_states	-1
brazil	jamaica	-1
brazil	honduras	-1
brazil	colombia	-1
brazil	mexico	-1
brazil	saint_kitts_nevis	-1
brazil	turks_caicos_islands	-1
brazil	sint_maarten	-1
brazil	saint_vincent_grenadines	-1
brazil	paraguay	1
brazil	nicaragua	-1
brazil	barbados	-1
brazil	canada	-1
brazil	united_states_virgin_islands	-1
brazil	curacao	-1
brazil	bolivia	-1
brazil	panama	-1
brazil	uruguay	1
brazil	bahamas	-1
brazil	bermuda	-1
brazil	aruba	-1
brazil	peru	-1
brazil	costa_rica	-1
brazil	anguilla	-1
brazil	venezuela	-1
brazil	french_guiana	-1
brazil	cayman_islands	-1
brazil	trinidad_tobago	-1
brazil	dominican_republic	-1
brazil	cuba	-1
brazil	guatemala	-1
brazil	chile	1
brazil	martinique	-1
brazil	haiti	-1
brazil	belize	-1
brazil	argentina	1
brazil	dominica	-1
brazil	suriname	-1
brazil	saint_lucia	-1
brazil	el_salvador	-1
brazil	puerto_rico	-1
brazil	british_virgin_islands	-1
brazil	ecuador	-1
brazil	guyana	-1
brazil	grenada	-1
brazil	guadeloupe	-1
brazil	antigua_barbuda	-1
trinidad_tobago	united_states	-1
trinidad_tobago	jamaica	-1
trinidad_tobago	honduras	-1
trinidad_tobago	colombia	1
trinidad_tobago	mexico	-1
trinidad_tobago	saint_kitts_nevis	-1
trinidad_tobago	turks_caicos_islands	-1
trinidad_tobago	sint_maarten	-1
trinidad_tobago	saint_vincent_grenadines	-1
trinidad_tobago	paraguay	1
trinidad_tobago	nicaragua	-1
trinidad_tobago	barbados	-1
trinidad_tobago	canada	-1
trinidad_tobago	united_states_virgin_islands	-1
trinidad_tobago	curacao	-1
trinidad_tobago	bolivia	1
trinidad_tobago	panama	1
trinidad_tobago	uruguay	1
trinidad_tobago	bahamas	-1
trinidad_tobago	bermuda	-1
trinidad_tobago	aruba	-1
trinidad_tobago	peru	1
trinidad_tobago	costa_rica	1
trinidad_tobago	anguilla	-1
trinidad_tobago	venezuela	1
trinidad_tobago	french_guiana	1
trinidad_tobago	cayman_islands	-1
trinidad_tobago	brazil	1
trinidad_tobago	dominican_republic	-1
trinidad_tobago	cuba	-1
trinidad_tobago	guatemala	-1
trinidad_tobago	chile	1
trinidad_tobago	martinique	-1
trinidad_tobago	haiti	-1
trinidad_tobago	belize	-1
trinidad_tobago	argentina	1
trinidad_tobago	dominica	-1
trinidad_tobago	suriname	1
trinidad_tobago	saint_lucia	-1
trinidad_tobago	el_salvador	-1
trinidad_tobago	puerto_rico	-1
trinidad_tobago	british_virgin_islands	-1
trinidad_tobago	ecuador	1
trinidad_tobago	guyana	1
trinidad_tobago	grenada	-1
trinidad_tobago	guadeloupe	-1
trinidad_tobago	antigua_barbuda	-1
dominican_republic	united_states	-1
dominican_republic	jamaica	1
dominican_republic	honduras	1
dominican_republic	colombia	1
dominican_republic	mexico	-1
dominican_republic	saint_kitts_nevis	1
dominican_republic	turks_caicos_islands	-1
dominican_republic	sint_maarten	1
dominican_republic	saint_vincent_grenadines	1
dominican_republic	paraguay	1
dominican_republic	nicaragua	1
dominican_republic	barbados	1
dominican_republic	canada	-1
dominican_republic	united_states_virgin_islands	1
dominican_republic	curacao	1
dominican_republic	bolivia	1
dominican_republic	panama	1
dominican_republic	uruguay	1
dominican_republic	bahamas	-1
dominican_republic	bermuda	-1
dominican_republic	aruba	1
dominican_republic	peru	1
dominican_republic	costa_rica	1
dominican_republic	anguilla	1
dominican_republic	venezuela	1
dominican_republic	french_guiana	1
dominican_republic	cayman_islands	-1
dominican_republic	brazil	1
dominican_republic	trinidad_tobago	1
dominican_republic	cuba	-1
dominican_republic	guatemala	1
dominican_republic	chile	1
dominican_republic	martinique	1
dominican_republic	haiti	1
dominican_republic	belize	1
dominican_republic	argentina	1
dominican_republic	dominica	1
dominican_republic	suriname	1
dominican_republic	saint_lucia	1
dominican_republic	el_salvador	1
dominican_republic	puerto_rico	1
dominican_republic	british_virgin_islands	1
dominican_republic	ecuador	1
dominican_republic	guyana	1
dominican_republic	grenada	1
dominican_republic	guadeloupe	1
dominican_republic	antigua_barbuda	1
cuba	united_states	-1
cuba	jamaica	1
cuba	honduras	1
cuba	colombia	1
cuba	mexico	1
cuba	saint_kitts_nevis	1
cuba	turks_caicos_islands	1
cuba	sint_maarten	1
cuba	saint_vincent_grenadines	1
cuba	paraguay	1
cuba	nicaragua	1
cuba	barbados	1
cuba	canada	-1
cuba	united_states_virgin_islands	1
cuba	curacao	1
cuba	bolivia	1
cuba	panama	1
cuba	uruguay	1
cuba	bahamas	-1
cuba	bermuda	-1
cuba	aruba	1
cuba	peru	1
cuba	costa_rica	1
cuba	anguilla	1
cuba	venezuela	1
cuba	french_guiana	1
cuba	cayman_islands	1
cuba	brazil	1
cuba	trinidad_tobago	1
cuba	dominican_republic	1
cuba	guatemala	1
cuba	chile	1
cuba	martinique	1
cuba	haiti	1
cuba	belize	1
cuba	argentina	1
cuba	dominica	1
cuba	suriname	1
cuba	saint_lucia	1
cuba	el_salvador	1
cuba	puerto_rico	1
cuba	british_virgin_islands	1
cuba	ecuador	1
cuba	guyana	1
cuba	grenada	1
cuba	guadeloupe	1
cuba	antigua_barbuda	1
guatemala	united_states	-1
guatemala	jamaica	-1
guatemala	honduras	-1
guatemala	colombia	1
guatemala	mexico	-1
guatemala	saint_kitts_nevis	-1
guatemala	turks_caicos_islands	-1
guatemala	sint_maarten	-1
guatemala	saint_vincent_grenadines	1
guatemala	paraguay	1
guatemala	nicaragua	1
guatemala	barbados	1
guatemala	canada	-1
guatemala	united_states_virgin_islands	-1
guatemala	curacao	1
guatemala	bolivia	1
guatemala	panama	1
guatemala	uruguay	1
guatemala	bahamas	-1
guatemala	bermuda	-1
guatemala	aruba	1
guatemala	peru	1
guatemala	costa_rica	1
guatemala	anguilla	-1
guatemala	venezuela	1
guatemala	french_guiana	1
guatemala	cayman_islands	-1
guatemala	brazil	1
guatemala	trinidad_tobago	1
guatemala	dominican_republic	-1
guatemala	cuba	-1
guatemala	chile	1
guatemala	martinique	1
guatemala	haiti	-1
guatemala	belize	-1
guatemala	argentina	1
guatemala	dominica	-1
guatemala	suriname	1
guatemala	saint_lucia	1
guatemala	el_salvador	1
guatemala	puerto_rico	-1
guatemala	british_virgin_islands	-1
guatemala	ecuador	1
guatemala	guyana	1
guatemala	grenada	1
guatemala	guadeloupe	-1
guatemala	antigua_barbuda	-1
chile	united_states	-1
chile	jamaica	-1
chile	honduras	-1
chile	colombia	-1
chile	mexico	-1
chile	saint_kitts_nevis	-1
chile	turks_caicos_islands	-1
chile	sint_maarten	-1
chile	saint_vincent_grenadines	-1
chile	paraguay	-1
chile	nicaragua	-1
chile	barbados	-1
chile	canada	-1
chile	united_states_virgin_islands	-1
chile	curacao	-1
chile	bolivia	-1
chile	panama	-1
chile	uruguay	1
chile	bahamas	-1
chile	bermuda	-1
chile	aruba	-1
chile	peru	-1
chile	costa_rica	-1
chile	anguilla	-1
chile	venezuela	-1
chile	french_guiana	-1
chile	cayman_islands	-1
chile	brazil	-1
chile	trinidad_tobago	-1
chile	dominican_republic	-1
chile	cuba	-1
chile	guatemala	-1
chile	martinique	-1
chile	haiti	-1
chile	belize	-1
chile	argentina	-1
chile	dominica	-1
chile	suriname	-1
chile	saint_lucia	-1
chile	el_salvador	-1
chile	puerto_rico	-1
chile	british_virgin_islands	-1
chile	ecuador	-1
chile	guyana	-1
chile	grenada	-1
chile	guadeloupe	-1
chile	antigua_barbuda	-1
martinique	united_states	-1
martinique	jamaica	-1
martinique	honduras	-1
martinique	colombia	1
martinique	mexico	-1
martinique	saint_kitts_nevis	-1
martinique	turks_caicos_islands	-1
martinique	sint_maarten	-1
martinique	saint_vincent_grenadines	1
martinique	paraguay	1
martinique	nicaragua	1
martinique	barbados	1
martinique	canada	-1
martinique	united_states_virgin_islands	-1
martinique	curacao	1
martinique	bolivia	1
martinique	panama	1
martinique	uruguay	1
martinique	bahamas	-1
martinique	bermuda	-1
martinique	aruba	1
martinique	peru	1
martinique	costa_rica	1
martinique	anguilla	-1
martinique	venezuela	1
martinique	french_guiana	1
martinique	cayman_islands	-1
martinique	brazil	1
martinique	trinidad_tobago	1
martinique	dominican_republic	-1
martinique	cuba	-1
martinique	guatemala	-1
martinique	chile	1
martinique	haiti	-1
martinique	belize	-1
martinique	argentina	1
martinique	dominica	-1
martinique	suriname	1
martinique	saint_lucia	1
martinique	el_salvador	1
martinique	puerto_rico	-1
martinique	british_virgin_islands	-1
martinique	ecuador	1
martinique	guyana	1
martinique	grenada	1
martinique	guadeloupe	-1
martinique	antigua_barbuda	-1
haiti	united_states	-1
haiti	jamaica	1
haiti	honduras	1
haiti	colombia	1
haiti	mexico	-1
haiti	saint_kitts_nevis	1
haiti	turks_caicos_islands	-1
haiti	sint_maarten	1
haiti	saint_vincent_grenadines	1
haiti	paraguay	1
haiti	nicaragua	1
haiti	barbados	1
haiti	canada	-1
haiti	united_states_virgin_islands	1
haiti	curacao	1
haiti	bolivia	1
haiti	panama	1
haiti	uruguay	1
haiti	bahamas	-1
haiti	bermuda	-1
haiti	aruba	1
haiti	peru	1
haiti	costa_rica	1
haiti	anguilla	1
haiti	venezuela	1
haiti	french_guiana	1
haiti	cayman_islands	-1
haiti	brazil	1
haiti	trinidad_tobago	1
haiti	dominican_republic	-1
haiti	cuba	-1
haiti	guatemala	1
haiti	chile	1
haiti	martinique	1
haiti	belize	1
haiti	argentina	1
haiti	dominica	1
haiti	suriname	1
haiti	saint_lucia	1
haiti	el_salvador	1
haiti	puerto_rico	1
haiti	british_virgin_islands	1
haiti	ecuador	1
haiti	guyana	1
haiti	grenada	1
haiti	guadeloupe	1
haiti	antigua_barbuda	1
belize	united_states	-1
belize	jamaica	-1
belize	honduras	1
belize	colombia	1
belize	mexico	-1
belize	saint_kitts_nevis	1
belize	turks_caicos_islands	-1
belize	sint_maarten	-1
belize	saint_vincent_grenadines	1
belize	paraguay	1
belize	nicaragua	1
belize	barbados	1
belize	canada	-1
belize	united_states_virgin_islands	-1
belize	curacao	1
belize	bolivia	1
belize	panama	1
belize	uruguay	1
belize	bahamas	-1
belize	bermuda	-1
belize	aruba	1
belize	peru	1
belize	costa_rica	1
belize	anguilla	-1
belize	venezuela	1
belize	french_guiana	1
belize	cayman_islands	-1
belize	brazil	1
belize	trinidad_tobago	1
belize	dominican_republic	-1
belize	cuba	-1
belize	guatemala	1
belize	chile	1
belize	martinique	1
belize	haiti	-1
belize	argentina	1
belize	dominica	1
belize	suriname	1
belize	saint_lucia	1
belize	el_salvador	1
belize	puerto_rico	-1
belize	british_virgin_islands	-1
belize	ecuador	1
belize	guyana	1
belize	grenada	1
belize	guadeloupe	1
belize	antigua_barbuda	1
argentina	united_states	-1
argentina	jamaica	-1
argentina	honduras	-1
argentina	colombia	-1
argentina	mexico	-1
argentina	saint_kitts_nevis	-1
argentina	turks_caicos_islands	-1
argentina	sint_maarten	-1
argentina	saint_vincent_grenadines	-1
argentina	paraguay	-1
argentina	nicaragua	-1
argentina	barbados	-1
argentina	canada	-1
argentina	united_states_virgin_islands	-1
argentina	curacao	-1
argentina	bolivia	-1
argentina	panama	-1
argentina	uruguay	1
argentina	bahamas	-1
argentina	bermuda	-1
argentina	aruba	-1
argentina	peru	-1
argentina	costa_rica	-1
argentina	anguilla	-1
argentina	venezuela	-1
argentina	french_guiana	-1
argentina	cayman_islands	-1
argentina	brazil	-1
argentina	trinidad_tobago	-1
argentina	dominican_republic	-1
argentina	cuba	-1
argentina	guatemala	-1
argentina	chile	1
argentina	martinique	-1
argentina	haiti	-1
argentina	belize	-1
argentina	dominica	-1
argentina	suriname	-1
argentina	saint_lucia	-1
argentina	el_salvador	-1
argentina	puerto_rico	-1
argentina	british_virgin_islands	-1
argentina	ecuador	-1
argentina	guyana	-1
argentina	grenada	-1
argentina	guadeloupe	-1
argentina	antigua_barbuda	-1
dominica	united_states	-1
dominica	jamaica	-1
dominica	honduras	1
dominica	colombia	1
dominica	mexico	-1
dominica	saint_kitts_nevis	-1
dominica	turks_caicos_islands	-1
dominica	sint_maarten	-1
dominica	saint_vincent_grenadines	1
dominica	paraguay	1
dominica	nicaragua	1
dominica	barbados	1
dominica	canada	-1
dominica	united_states_virgin_islands	-1
dominica	curacao	1
dominica	bolivia	1
dominica	panama	1
dominica	uruguay	1
dominica	bahamas	-1
dominica	bermuda	-1
dominica	aruba	1
dominica	peru	1
dominica	costa_rica	1
dominica	anguilla	-1
dominica	venezuela	1
dominica	french_guiana	1
dominica	cayman_islands	-1
dominica	brazil	1
dominica	trinidad_tobago	1
dominica	dominican_republic	-1
dominica	cuba	-1
dominica	guatemala	1
dominica	chile	1
dominica	martinique	1
dominica	haiti	-1
dominica	belize	-1
dominica	argentina	1
dominica	suriname	1
dominica	saint_lucia	1
dominica	el_salvador	1
dominica	puerto_rico	-1
dominica	british_virgin_islands	-1
dominica	ecuador	1
dominica	guyana	1
dominica	grenada	1
dominica	guadeloupe	-1
dominica	antigua_barbuda	-1
suriname	united_states	-1
suriname	jamaica	-1
suriname	honduras	-1
suriname	colombia	-1
suriname	mexico	-1
suriname	saint_kitts_nevis	-1
suriname	turks_caicos_islands	-1
suriname	sint_maarten	-1
suriname	saint_vincent_grenadines	-1
suriname	paraguay	1
suriname	nicaragua	-1
suriname	barbados	-1
suriname	canada	-1
suriname	united_states_virgin_islands	-1
suriname	curacao	-1
suriname	bolivia	1
suriname	panama	-1
suriname	uruguay	1
suriname	bahamas	-1
suriname	bermuda	-1
suriname	aruba	-1
suriname	peru	1
suriname	costa_rica	-1
suriname	anguilla	-1
suriname	venezuela	-1
suriname	french_guiana	1
suriname	cayman_islands	-1
suriname	brazil	1
suriname	trinidad_tobago	-1
suriname	dominican_republic	-1
suriname	cuba	-1
suriname	guatemala	-1
suriname	chile	1
suriname	martinique	-1
suriname	haiti	-1
suriname	belize	-1
suriname	argentina	1
suriname	dominica	-1
suriname	saint_lucia	-1
suriname	el_salvador	-1
suriname	puerto_rico	-1
suriname	british_virgin_islands	-1
suriname	ecuador	1
suriname	guyana	-1
suriname	grenada	-1
suriname	guadeloupe	-1
suriname	antigua_barbuda	-1
saint_lucia	united_states	-1
saint_lucia	jamaica	-1
saint_lucia	honduras	-1
saint_lucia	colombia	1
saint_lucia	mexico	-1
saint_lucia	saint_kitts_nevis	-1
saint_lucia	turks_caicos_islands	-1
saint_lucia	sint_maarten	-1
saint_lucia	saint_vincent_grenadines	1
saint_lucia	paraguay	1
saint_lucia	nicaragua	1
saint_lucia	barbados	1
saint_lucia	canada	-1
saint_lucia	united_states_virgin_islands	-1
saint_lucia	curacao	1
saint_lucia	bolivia	1
saint_lucia	panama	1
saint_lucia	uruguay	1
saint_lucia	bahamas	-1
saint_lucia	bermuda	-1
saint_lucia	aruba	1
saint_lucia	peru	1
saint_lucia	costa_rica	1
saint_lucia	anguilla	-1
saint_lucia	venezuela	1
saint_lucia	french_guiana	1
saint_lucia	cayman_islands	-1
saint_lucia	brazil	1
saint_lucia	trinidad_tobago	1
saint_lucia	dominican_republic	-1
saint_lucia	cuba	-1
saint_lucia	guatemala	-1
saint_lucia	chile	1
saint_lucia	martinique	-1
saint_lucia	haiti	-1
saint_lucia	belize	-1
saint_lucia	argentina	1
saint_lucia	dominica	-1
saint_lucia	suriname	1
saint_lucia	el_salvador	1
saint_lucia	puerto_rico	-1
saint_lucia	british_virgin_islands	-1
saint_lucia	ecuador	1
saint_lucia	guyana	1
saint_lucia	grenada	1
saint_lucia	guadeloupe	-1
saint_lucia	antigua_barbuda	-1
el_salvador	united_states	-1
el_salvador	jamaica	-1
el_salvador	honduras	-1
el_salvador	colombia	1
el_salvador	mexico	-1
el_salvador	saint_kitts_nevis	-1
el_salvador	turks_caicos_islands	-1
el_salvador	sint_maarten	-1
el_salvador	saint_vincent_grenadines	1
el_salvador	paraguay	1
el_salvador	nicaragua	1
el_salvador	barbados	1
el_salvador	canada	-1
el_salvador	united_states_virgin_islands	-1
el_salvador	curacao	1
el_salvador	bolivia	1
el_salvador	panama	1
el_salvador	uruguay	1
el_salvador	bahamas	-1
el_salvador	bermuda	-1
el_salvador	aruba	1
el_salvador	peru	1
el_salvador	costa_rica	1
el_salvador	anguilla	-1
el_salvador	venezuela	1
el_salvador	french_guiana	1
el_salvador	cayman_islands	-1
el_salvador	brazil	1
el_salvador	trinidad_tobago	1
el_salvador	dominican_republic	-1
el_salvador	cuba	-1
el_salvador	guatemala	-1
el_salvador	chile	1
el_salvador	martinique	-1
el_salvador	haiti	-1
el_salvador	belize	-1
el_salvador	argentina	1
el_salvador	dominica	-1
el_salvador	suriname	1
el_salvador	saint_lucia	-1
el_salvador	puerto_rico	-1
el_salvador	british_virgin_islands	-1
el_salvador	ecuador	1
el_salvador	guyana	1
el_salvador	grenada	1
el_salvador	guadeloupe	-1
el_salvador	antigua_barbuda	-1
puerto_rico	united_states	-1
puerto_rico	jamaica	1
puerto_rico	honduras	1
puerto_rico	colombia	1
puerto_rico	mexico	-1
puerto_rico	saint_kitts_nevis	1
puerto_rico	turks_caicos_islands	-1
puerto_rico	sint_maarten	1
puerto_rico	saint_vincent_grenadines	1
puerto_rico	paraguay	1
puerto_rico	nicaragua	1
puerto_rico	barbados	1
puerto_rico	canada	-1
puerto_rico	united_states_virgin_islands	1
puerto_rico	curacao	1
puerto_rico	bolivia	1
puerto_rico	panama	1
puerto_rico	uruguay	1
puerto_rico	bahamas	-1
puerto_rico	bermuda	-1
puerto_rico	aruba	1
puerto_rico	peru	1
puerto_rico	costa_rica	1
puerto_rico	anguilla	1
puerto_rico	venezuela	1
puerto_rico	french_guiana	1
puerto_rico	cayman_islands	-1
puerto_rico	brazil	1
puerto_rico	trinidad_tobago	1
puerto_rico	dominican_republic	-1
puerto_rico	cuba	-1
puerto_rico	guatemala	1
puerto_rico	chile	1
puerto_rico	martinique	1
puerto_rico	haiti	-1
puerto_rico	belize	1
puerto_rico	argentina	1
puerto_rico	dominica	1
puerto_rico	suriname	1
puerto_rico	saint_lucia	1
puerto_rico	el_salvador	1
puerto_rico	british_virgin_islands	-1
puerto_rico	ecuador	1
puerto_rico	guyana	1
puerto_rico	grenada	1
puerto_rico	guadeloupe	1
puerto_rico	antigua_barbuda	1
british_virgin_islands	united_states	-1
british_virgin_islands	jamaica	1
british_virgin_islands	honduras	1
british_virgin_islands	colombia	1
british_virgin_islands	mexico	-1
british_virgin_islands	saint_kitts_nevis	1
british_virgin_islands	turks_caicos_islands	-1
british_virgin_islands	sint_maarten	1
british_virgin_islands	saint_vincent_grenadines	1
british_virgin_islands	paraguay	1
british_virgin_islands	nicaragua	1
british_virgin_islands	barbados	1
british_virgin_islands	canada	-1
british_virgin_islands	united_states_virgin_islands	1
british_virgin_islands	curacao	1
british_virgin_islands	bolivia	1
british_virgin_islands	panama	1
british_virgin_islands	uruguay	1
british_virgin_islands	bahamas	-1
british_virgin_islands	bermuda	-1
british_virgin_islands	aruba	1
british_virgin_islands	peru	1
british_virgin_islands	costa_rica	1
british_virgin_islands	anguilla	1
british_virgin_islands	venezuela	1
british_virgin_islands	french_guiana	1
british_virgin_islands	cayman_islands	-1
british_virgin_islands	brazil	1
british_virgin_islands	trinidad_tobago	1
british_virgin_islands	dominican_republic	-1
british_virgin_islands	cuba	-1
british_virgin_islands	guatemala	1
british_virgin_islands	chile	1
british_virgin_islands	martinique	1
british_virgin_islands	haiti	-1
british_virgin_islands	belize	1
british_virgin_islands	argentina	1
british_virgin_islands	dominica	1
british_virgin_islands	suriname	1
british_virgin_islands	saint_lucia	1
british_virgin_islands	el_salvador	1
british_virgin_islands	puerto_rico	1
british_virgin_islands	ecuador	1
british_virgin_islands	guyana	1
british_virgin_islands	grenada	1
british_virgin_islands	guadeloupe	1
british_virgin_islands	antigua_barbuda	1
ecuador	united_states	-1
ecuador	jamaica	-1
ecuador	honduras	-1
ecuador	colombia	-1
ecuador	mexico	-1
ecuador	saint_kitts_nevis	-1
ecuador	turks_caicos_islands	-1
ecuador	sint_maarten	-1
ecuador	saint_vincent_grenadines	-1
ecuador	paraguay	1
ecuador	nicaragua	-1
ecuador	barbados	-1
ecuador	canada	-1
ecuador	united_states_virgin_islands	-1
ecuador	curacao	-1
ecuador	bolivia	1
ecuador	panama	-1
ecuador	uruguay	1
ecuador	bahamas	-1
ecuador	bermuda	-1
ecuador	aruba	-1
ecuador	peru	1
ecuador	costa_rica	-1
ecuador	anguilla	-1
ecuador	venezuela	-1
ecuador	french_guiana	-1
ecuador	cayman_islands	-1
ecuador	brazil	1
ecuador	trinidad_tobago	-1
ecuador	dominican_republic	-1
ecuador	cuba	-1
ecuador	guatemala	-1
ecuador	chile	1
ecuador	martinique	-1
ecuador	haiti	-1
ecuador	belize	-1
ecuador	argentina	1
ecuador	dominica	-1
ecuador	suriname	-1
ecuador	saint_lucia	-1
ecuador	el_salvador	-1
ecuador	puerto_rico	-1
ecuador	british_virgin_islands	-1
ecuador	guyana	-1
