origin	destination	destination_pop_size
aruba	suriname	585824.0
aruba	costa_rica	4872543.0
aruba	bolivia	10969649.0
aruba	venezuela	30912302.0
aruba	french_guiana	252338.0
aruba	cayman_islands	57268.0
aruba	brazil	205823665.0
aruba	trinidad_tobago	1220479.0
aruba	dominican_republic	10606865.0
aruba	cuba	11179995.0
aruba	guatemala	15189958.0
aruba	chile	17650114.0
aruba	turks_caicos_islands	51430.0
aruba	haiti	10485800.0
aruba	belize	353858.0
aruba	argentina	43886748.0
aruba	dominica	73757.0
aruba	saint_lucia	164464.0
aruba	el_salvador	6156670.0
aruba	puerto_rico	3578056.0
aruba	ecuador	16080778.0
aruba	guyana	735909.0
aruba	grenada	111219.0
aruba	guadeloupe	402119.0
aruba	antigua_barbuda	93581.0
suriname	jamaica	2970340.0
suriname	honduras	8893259.0
suriname	colombia	47220856.0
suriname	mexico	123166749.0
suriname	saint_kitts_nevis	52329.0
suriname	united_states	323995528.0
suriname	saint_vincent_grenadines	102350.0
suriname	paraguay	6862812.0
suriname	nicaragua	5966798.0
suriname	barbados	291495.0
suriname	canada	35362905.0
suriname	united_states_virgin_islands	102951.0
suriname	martinique	385551.0
suriname	peru	30741062.0
suriname	curacao	149035.0
suriname	panama	3705246.0
suriname	uruguay	3351016.0
suriname	bahamas	327316.0
suriname	bermuda	70537.0
suriname	aruba	113648.0
suriname	costa_rica	4872543.0
suriname	bolivia	10969649.0
suriname	venezuela	30912302.0
suriname	french_guiana	252338.0
suriname	cayman_islands	57268.0
suriname	brazil	205823665.0
suriname	trinidad_tobago	1220479.0
suriname	dominican_republic	10606865.0
suriname	cuba	11179995.0
suriname	guatemala	15189958.0
suriname	chile	17650114.0
suriname	turks_caicos_islands	51430.0
suriname	haiti	10485800.0
suriname	belize	353858.0
suriname	argentina	43886748.0
suriname	dominica	73757.0
suriname	saint_lucia	164464.0
suriname	el_salvador	6156670.0
suriname	puerto_rico	3578056.0
suriname	ecuador	16080778.0
suriname	guyana	735909.0
suriname	grenada	111219.0
suriname	guadeloupe	402119.0
suriname	antigua_barbuda	93581.0
costa_rica	jamaica	2970340.0
costa_rica	honduras	8893259.0
costa_rica	colombia	47220856.0
costa_rica	mexico	123166749.0
costa_rica	saint_kitts_nevis	52329.0
costa_rica	united_states	323995528.0
costa_rica	saint_vincent_grenadines	102350.0
costa_rica	paraguay	6862812.0
costa_rica	nicaragua	5966798.0
costa_rica	barbados	291495.0
costa_rica	canada	35362905.0
costa_rica	united_states_virgin_islands	102951.0
costa_rica	martinique	385551.0
costa_rica	peru	30741062.0
costa_rica	curacao	149035.0
costa_rica	panama	3705246.0
costa_rica	uruguay	3351016.0
costa_rica	bahamas	327316.0
costa_rica	bermuda	70537.0
costa_rica	aruba	113648.0
costa_rica	suriname	585824.0
costa_rica	bolivia	10969649.0
costa_rica	venezuela	30912302.0
costa_rica	french_guiana	252338.0
costa_rica	cayman_islands	57268.0
costa_rica	brazil	205823665.0
costa_rica	trinidad_tobago	1220479.0
costa_rica	dominican_republic	10606865.0
costa_rica	cuba	11179995.0
costa_rica	guatemala	15189958.0
costa_rica	chile	17650114.0
costa_rica	turks_caicos_islands	51430.0
costa_rica	haiti	10485800.0
costa_rica	belize	353858.0
costa_rica	argentina	43886748.0
costa_rica	dominica	73757.0
costa_rica	saint_lucia	164464.0
costa_rica	el_salvador	6156670.0
costa_rica	puerto_rico	3578056.0
costa_rica	ecuador	16080778.0
costa_rica	guyana	735909.0
costa_rica	grenada	111219.0
costa_rica	guadeloupe	402119.0
costa_rica	antigua_barbuda	93581.0
bolivia	jamaica	2970340.0
bolivia	honduras	8893259.0
bolivia	colombia	47220856.0
bolivia	mexico	123166749.0
bolivia	saint_kitts_nevis	52329.0
bolivia	united_states	323995528.0
bolivia	saint_vincent_grenadines	102350.0
bolivia	paraguay	6862812.0
bolivia	nicaragua	5966798.0
bolivia	barbados	291495.0
bolivia	canada	35362905.0
bolivia	united_states_virgin_islands	102951.0
bolivia	martinique	385551.0
bolivia	peru	30741062.0
bolivia	curacao	149035.0
bolivia	panama	3705246.0
bolivia	uruguay	3351016.0
bolivia	bahamas	327316.0
bolivia	bermuda	70537.0
bolivia	aruba	113648.0
bolivia	suriname	585824.0
bolivia	costa_rica	4872543.0
bolivia	venezuela	30912302.0
bolivia	french_guiana	252338.0
bolivia	cayman_islands	57268.0
bolivia	brazil	205823665.0
bolivia	trinidad_tobago	1220479.0
bolivia	dominican_republic	10606865.0
bolivia	cuba	11179995.0
bolivia	guatemala	15189958.0
bolivia	chile	17650114.0
bolivia	turks_caicos_islands	51430.0
bolivia	haiti	10485800.0
bolivia	belize	353858.0
bolivia	argentina	43886748.0
bolivia	dominica	73757.0
bolivia	saint_lucia	164464.0
bolivia	el_salvador	6156670.0
bolivia	puerto_rico	3578056.0
bolivia	ecuador	16080778.0
bolivia	guyana	735909.0
bolivia	grenada	111219.0
bolivia	guadeloupe	402119.0
bolivia	antigua_barbuda	93581.0
venezuela	jamaica	2970340.0
venezuela	honduras	8893259.0
venezuela	colombia	47220856.0
venezuela	mexico	123166749.0
venezuela	saint_kitts_nevis	52329.0
venezuela	united_states	323995528.0
venezuela	saint_vincent_grenadines	102350.0
venezuela	paraguay	6862812.0
venezuela	nicaragua	5966798.0
venezuela	barbados	291495.0
venezuela	canada	35362905.0
venezuela	united_states_virgin_islands	102951.0
venezuela	martinique	385551.0
venezuela	peru	30741062.0
venezuela	curacao	149035.0
venezuela	panama	3705246.0
venezuela	uruguay	3351016.0
venezuela	bahamas	327316.0
venezuela	bermuda	70537.0
venezuela	aruba	113648.0
venezuela	suriname	585824.0
venezuela	costa_rica	4872543.0
venezuela	bolivia	10969649.0
venezuela	french_guiana	252338.0
venezuela	cayman_islands	57268.0
venezuela	brazil	205823665.0
venezuela	trinidad_tobago	1220479.0
venezuela	dominican_republic	10606865.0
venezuela	cuba	11179995.0
venezuela	guatemala	15189958.0
venezuela	chile	17650114.0
venezuela	turks_caicos_islands	51430.0
venezuela	haiti	10485800.0
venezuela	belize	353858.0
venezuela	argentina	43886748.0
venezuela	dominica	73757.0
venezuela	saint_lucia	164464.0
venezuela	el_salvador	6156670.0
venezuela	puerto_rico	3578056.0
venezuela	ecuador	16080778.0
venezuela	guyana	735909.0
venezuela	grenada	111219.0
venezuela	guadeloupe	402119.0
venezuela	antigua_barbuda	93581.0
french_guiana	jamaica	2970340.0
french_guiana	honduras	8893259.0
french_guiana	colombia	47220856.0
french_guiana	mexico	123166749.0
french_guiana	saint_kitts_nevis	52329.0
french_guiana	united_states	323995528.0
french_guiana	saint_vincent_grenadines	102350.0
french_guiana	paraguay	6862812.0
french_guiana	nicaragua	5966798.0
french_guiana	barbados	291495.0
french_guiana	canada	35362905.0
french_guiana	united_states_virgin_islands	102951.0
french_guiana	martinique	385551.0
french_guiana	peru	30741062.0
french_guiana	curacao	149035.0
french_guiana	panama	3705246.0
french_guiana	uruguay	3351016.0
french_guiana	bahamas	327316.0
french_guiana	bermuda	70537.0
french_guiana	aruba	113648.0
french_guiana	suriname	585824.0
french_guiana	costa_rica	4872543.0
french_guiana	bolivia	10969649.0
french_guiana	venezuela	30912302.0
french_guiana	cayman_islands	57268.0
french_guiana	brazil	205823665.0
french_guiana	trinidad_tobago	1220479.0
french_guiana	dominican_republic	10606865.0
french_guiana	cuba	11179995.0
french_guiana	guatemala	15189958.0
french_guiana	chile	17650114.0
french_guiana	turks_caicos_islands	51430.0
french_guiana	haiti	10485800.0
french_guiana	belize	353858.0
french_guiana	argentina	43886748.0
french_guiana	dominica	73757.0
french_guiana	saint_lucia	164464.0
french_guiana	el_salvador	6156670.0
french_guiana	puerto_rico	3578056.0
french_guiana	ecuador	16080778.0
french_guiana	guyana	735909.0
french_guiana	grenada	111219.0
french_guiana	guadeloupe	402119.0
french_guiana	antigua_barbuda	93581.0
cayman_islands	jamaica	2970340.0
cayman_islands	honduras	8893259.0
cayman_islands	colombia	47220856.0
cayman_islands	mexico	123166749.0
cayman_islands	saint_kitts_nevis	52329.0
cayman_islands	united_states	323995528.0
cayman_islands	saint_vincent_grenadines	102350.0
cayman_islands	paraguay	6862812.0
cayman_islands	nicaragua	5966798.0
cayman_islands	barbados	291495.0
cayman_islands	canada	35362905.0
cayman_islands	united_states_virgin_islands	102951.0
cayman_islands	martinique	385551.0
cayman_islands	peru	30741062.0
cayman_islands	curacao	149035.0
cayman_islands	panama	3705246.0
cayman_islands	uruguay	3351016.0
cayman_islands	bahamas	327316.0
cayman_islands	bermuda	70537.0
cayman_islands	aruba	113648.0
cayman_islands	suriname	585824.0
cayman_islands	costa_rica	4872543.0
cayman_islands	bolivia	10969649.0
cayman_islands	venezuela	30912302.0
cayman_islands	french_guiana	252338.0
cayman_islands	brazil	205823665.0
cayman_islands	trinidad_tobago	1220479.0
cayman_islands	dominican_republic	10606865.0
cayman_islands	cuba	11179995.0
cayman_islands	guatemala	15189958.0
cayman_islands	chile	17650114.0
cayman_islands	turks_caicos_islands	51430.0
cayman_islands	haiti	10485800.0
cayman_islands	belize	353858.0
cayman_islands	argentina	43886748.0
cayman_islands	dominica	73757.0
cayman_islands	saint_lucia	164464.0
cayman_islands	el_salvador	6156670.0
cayman_islands	puerto_rico	3578056.0
cayman_islands	ecuador	16080778.0
cayman_islands	guyana	735909.0
cayman_islands	grenada	111219.0
cayman_islands	guadeloupe	402119.0
cayman_islands	antigua_barbuda	93581.0
brazil	jamaica	2970340.0
brazil	honduras	8893259.0
brazil	colombia	47220856.0
brazil	mexico	123166749.0
brazil	saint_kitts_nevis	52329.0
brazil	united_states	323995528.0
brazil	saint_vincent_grenadines	102350.0
brazil	paraguay	6862812.0
brazil	nicaragua	5966798.0
brazil	barbados	291495.0
brazil	canada	35362905.0
brazil	united_states_virgin_islands	102951.0
brazil	martinique	385551.0
brazil	peru	30741062.0
brazil	curacao	149035.0
brazil	panama	3705246.0
brazil	uruguay	3351016.0
brazil	bahamas	327316.0
brazil	bermuda	70537.0
brazil	aruba	113648.0
brazil	suriname	585824.0
brazil	costa_rica	4872543.0
brazil	bolivia	10969649.0
brazil	venezuela	30912302.0
brazil	french_guiana	252338.0
brazil	cayman_islands	57268.0
brazil	trinidad_tobago	1220479.0
brazil	dominican_republic	10606865.0
brazil	cuba	11179995.0
brazil	guatemala	15189958.0
brazil	chile	17650114.0
brazil	turks_caicos_islands	51430.0
brazil	haiti	10485800.0
brazil	belize	353858.0
brazil	argentina	43886748.0
brazil	dominica	73757.0
brazil	saint_lucia	164464.0
brazil	el_salvador	6156670.0
brazil	puerto_rico	3578056.0
brazil	ecuador	16080778.0
brazil	guyana	735909.0
brazil	grenada	111219.0
brazil	guadeloupe	402119.0
brazil	antigua_barbuda	93581.0
trinidad_tobago	jamaica	2970340.0
trinidad_tobago	honduras	8893259.0
trinidad_tobago	colombia	47220856.0
trinidad_tobago	mexico	123166749.0
trinidad_tobago	saint_kitts_nevis	52329.0
trinidad_tobago	united_states	323995528.0
trinidad_tobago	saint_vincent_grenadines	102350.0
trinidad_tobago	paraguay	6862812.0
trinidad_tobago	nicaragua	5966798.0
trinidad_tobago	barbados	291495.0
trinidad_tobago	canada	35362905.0
trinidad_tobago	united_states_virgin_islands	102951.0
trinidad_tobago	martinique	385551.0
trinidad_tobago	peru	30741062.0
trinidad_tobago	curacao	149035.0
trinidad_tobago	panama	3705246.0
trinidad_tobago	uruguay	3351016.0
trinidad_tobago	bahamas	327316.0
trinidad_tobago	bermuda	70537.0
trinidad_tobago	aruba	113648.0
trinidad_tobago	suriname	585824.0
trinidad_tobago	costa_rica	4872543.0
trinidad_tobago	bolivia	10969649.0
trinidad_tobago	venezuela	30912302.0
trinidad_tobago	french_guiana	252338.0
trinidad_tobago	cayman_islands	57268.0
trinidad_tobago	brazil	205823665.0
trinidad_tobago	dominican_republic	10606865.0
trinidad_tobago	cuba	11179995.0
trinidad_tobago	guatemala	15189958.0
trinidad_tobago	chile	17650114.0
trinidad_tobago	turks_caicos_islands	51430.0
trinidad_tobago	haiti	10485800.0
trinidad_tobago	belize	353858.0
trinidad_tobago	argentina	43886748.0
trinidad_tobago	dominica	73757.0
trinidad_tobago	saint_lucia	164464.0
trinidad_tobago	el_salvador	6156670.0
trinidad_tobago	puerto_rico	3578056.0
trinidad_tobago	ecuador	16080778.0
trinidad_tobago	guyana	735909.0
trinidad_tobago	grenada	111219.0
trinidad_tobago	guadeloupe	402119.0
trinidad_tobago	antigua_barbuda	93581.0
dominican_republic	jamaica	2970340.0
dominican_republic	honduras	8893259.0
dominican_republic	colombia	47220856.0
dominican_republic	mexico	123166749.0
dominican_republic	saint_kitts_nevis	52329.0
dominican_republic	united_states	323995528.0
dominican_republic	saint_vincent_grenadines	102350.0
dominican_republic	paraguay	6862812.0
dominican_republic	nicaragua	5966798.0
dominican_republic	barbados	291495.0
dominican_republic	canada	35362905.0
dominican_republic	united_states_virgin_islands	102951.0
dominican_republic	martinique	385551.0
dominican_republic	peru	30741062.0
dominican_republic	curacao	149035.0
dominican_republic	panama	3705246.0
dominican_republic	uruguay	3351016.0
dominican_republic	bahamas	327316.0
dominican_republic	bermuda	70537.0
dominican_republic	aruba	113648.0
dominican_republic	suriname	585824.0
dominican_republic	costa_rica	4872543.0
dominican_republic	bolivia	10969649.0
dominican_republic	venezuela	30912302.0
dominican_republic	french_guiana	252338.0
dominican_republic	cayman_islands	57268.0
dominican_republic	brazil	205823665.0
dominican_republic	trinidad_tobago	1220479.0
dominican_republic	cuba	11179995.0
dominican_republic	guatemala	15189958.0
dominican_republic	chile	17650114.0
dominican_republic	turks_caicos_islands	51430.0
dominican_republic	haiti	10485800.0
dominican_republic	belize	353858.0
dominican_republic	argentina	43886748.0
dominican_republic	dominica	73757.0
dominican_republic	saint_lucia	164464.0
dominican_republic	el_salvador	6156670.0
dominican_republic	puerto_rico	3578056.0
dominican_republic	ecuador	16080778.0
dominican_republic	guyana	735909.0
dominican_republic	grenada	111219.0
dominican_republic	guadeloupe	402119.0
dominican_republic	antigua_barbuda	93581.0
cuba	jamaica	2970340.0
cuba	honduras	8893259.0
cuba	colombia	47220856.0
cuba	mexico	123166749.0
cuba	saint_kitts_nevis	52329.0
cuba	united_states	323995528.0
cuba	saint_vincent_grenadines	102350.0
cuba	paraguay	6862812.0
cuba	nicaragua	5966798.0
cuba	barbados	291495.0
cuba	canada	35362905.0
cuba	united_states_virgin_islands	102951.0
cuba	martinique	385551.0
cuba	peru	30741062.0
cuba	curacao	149035.0
cuba	panama	3705246.0
cuba	uruguay	3351016.0
cuba	bahamas	327316.0
cuba	bermuda	70537.0
cuba	aruba	113648.0
cuba	suriname	585824.0
cuba	costa_rica	4872543.0
cuba	bolivia	10969649.0
cuba	venezuela	30912302.0
cuba	french_guiana	252338.0
cuba	cayman_islands	57268.0
cuba	brazil	205823665.0
cuba	trinidad_tobago	1220479.0
cuba	dominican_republic	10606865.0
cuba	guatemala	15189958.0
cuba	chile	17650114.0
cuba	turks_caicos_islands	51430.0
cuba	haiti	10485800.0
cuba	belize	353858.0
cuba	argentina	43886748.0
cuba	dominica	73757.0
cuba	saint_lucia	164464.0
cuba	el_salvador	6156670.0
cuba	puerto_rico	3578056.0
cuba	ecuador	16080778.0
cuba	guyana	735909.0
cuba	grenada	111219.0
cuba	guadeloupe	402119.0
cuba	antigua_barbuda	93581.0
guatemala	jamaica	2970340.0
guatemala	honduras	8893259.0
guatemala	colombia	47220856.0
guatemala	mexico	123166749.0
guatemala	saint_kitts_nevis	52329.0
guatemala	united_states	323995528.0
guatemala	saint_vincent_grenadines	102350.0
guatemala	paraguay	6862812.0
guatemala	nicaragua	5966798.0
guatemala	barbados	291495.0
guatemala	canada	35362905.0
guatemala	united_states_virgin_islands	102951.0
guatemala	martinique	385551.0
guatemala	peru	30741062.0
guatemala	curacao	149035.0
guatemala	panama	3705246.0
guatemala	uruguay	3351016.0
guatemala	bahamas	327316.0
guatemala	bermuda	70537.0
guatemala	aruba	113648.0
guatemala	suriname	585824.0
guatemala	costa_rica	4872543.0
guatemala	bolivia	10969649.0
guatemala	venezuela	30912302.0
guatemala	french_guiana	252338.0
guatemala	cayman_islands	57268.0
guatemala	brazil	205823665.0
guatemala	trinidad_tobago	1220479.0
guatemala	dominican_republic	10606865.0
guatemala	cuba	11179995.0
guatemala	chile	17650114.0
guatemala	turks_caicos_islands	51430.0
guatemala	haiti	10485800.0
guatemala	belize	353858.0
guatemala	argentina	43886748.0
guatemala	dominica	73757.0
guatemala	saint_lucia	164464.0
guatemala	el_salvador	6156670.0
guatemala	puerto_rico	3578056.0
guatemala	ecuador	16080778.0
guatemala	guyana	735909.0
guatemala	grenada	111219.0
guatemala	guadeloupe	402119.0
guatemala	antigua_barbuda	93581.0
chile	jamaica	2970340.0
chile	honduras	8893259.0
chile	colombia	47220856.0
chile	mexico	123166749.0
chile	saint_kitts_nevis	52329.0
chile	united_states	323995528.0
chile	saint_vincent_grenadines	102350.0
chile	paraguay	6862812.0
chile	nicaragua	5966798.0
chile	barbados	291495.0
chile	canada	35362905.0
chile	united_states_virgin_islands	102951.0
chile	martinique	385551.0
chile	peru	30741062.0
chile	curacao	149035.0
chile	panama	3705246.0
chile	uruguay	3351016.0
chile	bahamas	327316.0
chile	bermuda	70537.0
chile	aruba	113648.0
chile	suriname	585824.0
chile	costa_rica	4872543.0
chile	bolivia	10969649.0
chile	venezuela	30912302.0
chile	french_guiana	252338.0
chile	cayman_islands	57268.0
chile	brazil	205823665.0
chile	trinidad_tobago	1220479.0
chile	dominican_republic	10606865.0
chile	cuba	11179995.0
chile	guatemala	15189958.0
chile	turks_caicos_islands	51430.0
chile	haiti	10485800.0
chile	belize	353858.0
chile	argentina	43886748.0
chile	dominica	73757.0
chile	saint_lucia	164464.0
chile	el_salvador	6156670.0
chile	puerto_rico	3578056.0
chile	ecuador	16080778.0
chile	guyana	735909.0
chile	grenada	111219.0
chile	guadeloupe	402119.0
chile	antigua_barbuda	93581.0
turks_caicos_islands	jamaica	2970340.0
turks_caicos_islands	honduras	8893259.0
turks_caicos_islands	colombia	47220856.0
turks_caicos_islands	mexico	123166749.0
turks_caicos_islands	saint_kitts_nevis	52329.0
turks_caicos_islands	united_states	323995528.0
turks_caicos_islands	saint_vincent_grenadines	102350.0
turks_caicos_islands	paraguay	6862812.0
turks_caicos_islands	nicaragua	5966798.0
turks_caicos_islands	barbados	291495.0
turks_caicos_islands	canada	35362905.0
turks_caicos_islands	united_states_virgin_islands	102951.0
turks_caicos_islands	martinique	385551.0
turks_caicos_islands	peru	30741062.0
turks_caicos_islands	curacao	149035.0
turks_caicos_islands	panama	3705246.0
turks_caicos_islands	uruguay	3351016.0
turks_caicos_islands	bahamas	327316.0
turks_caicos_islands	bermuda	70537.0
turks_caicos_islands	aruba	113648.0
turks_caicos_islands	suriname	585824.0
turks_caicos_islands	costa_rica	4872543.0
turks_caicos_islands	bolivia	10969649.0
turks_caicos_islands	venezuela	30912302.0
turks_caicos_islands	french_guiana	252338.0
turks_caicos_islands	cayman_islands	57268.0
turks_caicos_islands	brazil	205823665.0
turks_caicos_islands	trinidad_tobago	1220479.0
turks_caicos_islands	dominican_republic	10606865.0
turks_caicos_islands	cuba	11179995.0
turks_caicos_islands	guatemala	15189958.0
turks_caicos_islands	chile	17650114.0
turks_caicos_islands	haiti	10485800.0
turks_caicos_islands	belize	353858.0
turks_caicos_islands	argentina	43886748.0
turks_caicos_islands	dominica	73757.0
turks_caicos_islands	saint_lucia	164464.0
turks_caicos_islands	el_salvador	6156670.0
turks_caicos_islands	puerto_rico	3578056.0
turks_caicos_islands	ecuador	16080778.0
turks_caicos_islands	guyana	735909.0
turks_caicos_islands	grenada	111219.0
turks_caicos_islands	guadeloupe	402119.0
turks_caicos_islands	antigua_barbuda	93581.0
haiti	jamaica	2970340.0
haiti	honduras	8893259.0
haiti	colombia	47220856.0
haiti	mexico	123166749.0
haiti	saint_kitts_nevis	52329.0
haiti	united_states	323995528.0
haiti	saint_vincent_grenadines	102350.0
haiti	paraguay	6862812.0
haiti	nicaragua	5966798.0
haiti	barbados	291495.0
haiti	canada	35362905.0
haiti	united_states_virgin_islands	102951.0
haiti	martinique	385551.0
haiti	peru	30741062.0
haiti	curacao	149035.0
haiti	panama	3705246.0
haiti	uruguay	3351016.0
haiti	bahamas	327316.0
haiti	bermuda	70537.0
haiti	aruba	113648.0
haiti	suriname	585824.0
haiti	costa_rica	4872543.0
haiti	bolivia	10969649.0
haiti	venezuela	30912302.0
haiti	french_guiana	252338.0
haiti	cayman_islands	57268.0
haiti	brazil	205823665.0
haiti	trinidad_tobago	1220479.0
haiti	dominican_republic	10606865.0
haiti	cuba	11179995.0
haiti	guatemala	15189958.0
haiti	chile	17650114.0
haiti	turks_caicos_islands	51430.0
haiti	belize	353858.0
haiti	argentina	43886748.0
haiti	dominica	73757.0
haiti	saint_lucia	164464.0
haiti	el_salvador	6156670.0
haiti	puerto_rico	3578056.0
haiti	ecuador	16080778.0
haiti	guyana	735909.0
haiti	grenada	111219.0
haiti	guadeloupe	402119.0
haiti	antigua_barbuda	93581.0
belize	jamaica	2970340.0
belize	honduras	8893259.0
belize	colombia	47220856.0
belize	mexico	123166749.0
belize	saint_kitts_nevis	52329.0
belize	united_states	323995528.0
belize	saint_vincent_grenadines	102350.0
belize	paraguay	6862812.0
belize	nicaragua	5966798.0
belize	barbados	291495.0
belize	canada	35362905.0
belize	united_states_virgin_islands	102951.0
belize	martinique	385551.0
belize	peru	30741062.0
belize	curacao	149035.0
belize	panama	3705246.0
belize	uruguay	3351016.0
belize	bahamas	327316.0
belize	bermuda	70537.0
belize	aruba	113648.0
belize	suriname	585824.0
belize	costa_rica	4872543.0
belize	bolivia	10969649.0
belize	venezuela	30912302.0
belize	french_guiana	252338.0
belize	cayman_islands	57268.0
belize	brazil	205823665.0
belize	trinidad_tobago	1220479.0
belize	dominican_republic	10606865.0
belize	cuba	11179995.0
belize	guatemala	15189958.0
belize	chile	17650114.0
belize	turks_caicos_islands	51430.0
belize	haiti	10485800.0
belize	argentina	43886748.0
belize	dominica	73757.0
belize	saint_lucia	164464.0
belize	el_salvador	6156670.0
belize	puerto_rico	3578056.0
belize	ecuador	16080778.0
belize	guyana	735909.0
belize	grenada	111219.0
belize	guadeloupe	402119.0
belize	antigua_barbuda	93581.0
argentina	jamaica	2970340.0
argentina	honduras	8893259.0
argentina	colombia	47220856.0
argentina	mexico	123166749.0
argentina	saint_kitts_nevis	52329.0
argentina	united_states	323995528.0
argentina	saint_vincent_grenadines	102350.0
argentina	paraguay	6862812.0
argentina	nicaragua	5966798.0
argentina	barbados	291495.0
argentina	canada	35362905.0
argentina	united_states_virgin_islands	102951.0
argentina	martinique	385551.0
argentina	peru	30741062.0
argentina	curacao	149035.0
argentina	panama	3705246.0
argentina	uruguay	3351016.0
argentina	bahamas	327316.0
argentina	bermuda	70537.0
argentina	aruba	113648.0
argentina	suriname	585824.0
argentina	costa_rica	4872543.0
argentina	bolivia	10969649.0
argentina	venezuela	30912302.0
argentina	french_guiana	252338.0
argentina	cayman_islands	57268.0
argentina	brazil	205823665.0
argentina	trinidad_tobago	1220479.0
argentina	dominican_republic	10606865.0
argentina	cuba	11179995.0
argentina	guatemala	15189958.0
argentina	chile	17650114.0
argentina	turks_caicos_islands	51430.0
argentina	haiti	10485800.0
argentina	belize	353858.0
argentina	dominica	73757.0
argentina	saint_lucia	164464.0
argentina	el_salvador	6156670.0
argentina	puerto_rico	3578056.0
argentina	ecuador	16080778.0
argentina	guyana	735909.0
argentina	grenada	111219.0
argentina	guadeloupe	402119.0
argentina	antigua_barbuda	93581.0
dominica	jamaica	2970340.0
dominica	honduras	8893259.0
dominica	colombia	47220856.0
dominica	mexico	123166749.0
dominica	saint_kitts_nevis	52329.0
dominica	united_states	323995528.0
dominica	saint_vincent_grenadines	102350.0
dominica	paraguay	6862812.0
dominica	nicaragua	5966798.0
dominica	barbados	291495.0
dominica	canada	35362905.0
dominica	united_states_virgin_islands	102951.0
dominica	martinique	385551.0
dominica	peru	30741062.0
dominica	curacao	149035.0
dominica	panama	3705246.0
dominica	uruguay	3351016.0
dominica	bahamas	327316.0
dominica	bermuda	70537.0
dominica	aruba	113648.0
dominica	suriname	585824.0
dominica	costa_rica	4872543.0
dominica	bolivia	10969649.0
dominica	venezuela	30912302.0
dominica	french_guiana	252338.0
dominica	cayman_islands	57268.0
dominica	brazil	205823665.0
dominica	trinidad_tobago	1220479.0
dominica	dominican_republic	10606865.0
dominica	cuba	11179995.0
dominica	guatemala	15189958.0
dominica	chile	17650114.0
dominica	turks_caicos_islands	51430.0
dominica	haiti	10485800.0
dominica	belize	353858.0
dominica	argentina	43886748.0
dominica	saint_lucia	164464.0
dominica	el_salvador	6156670.0
dominica	puerto_rico	3578056.0
dominica	ecuador	16080778.0
dominica	guyana	735909.0
dominica	grenada	111219.0
dominica	guadeloupe	402119.0
dominica	antigua_barbuda	93581.0
saint_lucia	jamaica	2970340.0
saint_lucia	honduras	8893259.0
saint_lucia	colombia	47220856.0
saint_lucia	mexico	123166749.0
saint_lucia	saint_kitts_nevis	52329.0
saint_lucia	united_states	323995528.0
saint_lucia	saint_vincent_grenadines	102350.0
saint_lucia	paraguay	6862812.0
saint_lucia	nicaragua	5966798.0
saint_lucia	barbados	291495.0
saint_lucia	canada	35362905.0
saint_lucia	united_states_virgin_islands	102951.0
saint_lucia	martinique	385551.0
saint_lucia	peru	30741062.0
saint_lucia	curacao	149035.0
saint_lucia	panama	3705246.0
saint_lucia	uruguay	3351016.0
saint_lucia	bahamas	327316.0
saint_lucia	bermuda	70537.0
saint_lucia	aruba	113648.0
saint_lucia	suriname	585824.0
saint_lucia	costa_rica	4872543.0
saint_lucia	bolivia	10969649.0
saint_lucia	venezuela	30912302.0
saint_lucia	french_guiana	252338.0
saint_lucia	cayman_islands	57268.0
saint_lucia	brazil	205823665.0
saint_lucia	trinidad_tobago	1220479.0
saint_lucia	dominican_republic	10606865.0
saint_lucia	cuba	11179995.0
saint_lucia	guatemala	15189958.0
saint_lucia	chile	17650114.0
saint_lucia	turks_caicos_islands	51430.0
saint_lucia	haiti	10485800.0
saint_lucia	belize	353858.0
saint_lucia	argentina	43886748.0
saint_lucia	dominica	73757.0
saint_lucia	el_salvador	6156670.0
saint_lucia	puerto_rico	3578056.0
saint_lucia	ecuador	16080778.0
saint_lucia	guyana	735909.0
saint_lucia	grenada	111219.0
saint_lucia	guadeloupe	402119.0
saint_lucia	antigua_barbuda	93581.0
el_salvador	jamaica	2970340.0
el_salvador	honduras	8893259.0
el_salvador	colombia	47220856.0
el_salvador	mexico	123166749.0
el_salvador	saint_kitts_nevis	52329.0
el_salvador	united_states	323995528.0
el_salvador	saint_vincent_grenadines	102350.0
el_salvador	paraguay	6862812.0
el_salvador	nicaragua	5966798.0
el_salvador	barbados	291495.0
el_salvador	canada	35362905.0
el_salvador	united_states_virgin_islands	102951.0
el_salvador	martinique	385551.0
el_salvador	peru	30741062.0
el_salvador	curacao	149035.0
el_salvador	panama	3705246.0
el_salvador	uruguay	3351016.0
el_salvador	bahamas	327316.0
el_salvador	bermuda	70537.0
el_salvador	aruba	113648.0
el_salvador	suriname	585824.0
el_salvador	costa_rica	4872543.0
el_salvador	bolivia	10969649.0
el_salvador	venezuela	30912302.0
el_salvador	french_guiana	252338.0
el_salvador	cayman_islands	57268.0
el_salvador	brazil	205823665.0
el_salvador	trinidad_tobago	1220479.0
el_salvador	dominican_republic	10606865.0
el_salvador	cuba	11179995.0
el_salvador	guatemala	15189958.0
el_salvador	chile	17650114.0
el_salvador	turks_caicos_islands	51430.0
el_salvador	haiti	10485800.0
el_salvador	belize	353858.0
el_salvador	argentina	43886748.0
el_salvador	dominica	73757.0
