Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
Haiti	HTI	Urban population (% of total)	SP.URB.TOTL.IN.ZS	15.593	15.975	16.365	16.762	17.168	17.58	18.001	18.429	18.866	19.31	19.762	20.222	20.323	20.35	20.377	20.404	20.431	20.459	20.486	20.513	20.541	20.568	20.595	21.36	22.297	23.261	24.255	25.277	26.329	27.405	28.51	29.641	30.8	31.39	31.987	32.59	33.2	33.792	34.389	34.992	35.6	37.251	38.935	40.645	42.381	44.084	45.756	47.39	48.98	50.523	52.016	53.456	54.841	56.168	57.436	58.645	59.794
Hungary	HUN	Urban population (% of total)	SP.URB.TOTL.IN.ZS	55.911	56.335	56.758	57.181	57.603	58.022	58.441	58.859	59.276	59.691	60.112	60.539	60.965	61.388	61.81	62.231	62.65	63.066	63.48	63.893	64.191	64.372	64.553	64.734	64.915	65.095	65.274	65.453	65.632	65.81	65.838	65.713	65.587	65.461	65.335	65.209	65.083	64.956	64.829	64.702	64.575	64.67	65.081	65.489	65.896	66.354	66.863	67.368	67.87	68.366	68.859	69.348	69.832	70.306	70.771	71.227	71.672
IBRD only	IBD	Urban population (% of total)	SP.URB.TOTL.IN.ZS	25.98115984	26.55244869	27.08045043	27.55954252	28.04719408	28.2721279	28.48230055	28.70655691	28.92716346	29.13812381	29.34381704	29.5602504	29.81582494	30.11329105	30.45656737	30.81098014	31.15668713	31.50812261	31.97089136	32.53933158	33.11143668	33.69978996	34.26943392	34.7904025	35.32504775	35.85825744	36.38449381	36.90156238	37.41646767	37.9183918	38.40415963	38.90316281	39.40415798	39.90947375	40.41670339	40.9249016	41.43363029	41.9488205	42.4715893	42.99923572	43.53476864	44.11578033	44.75251841	45.39777552	46.04952109	46.70403279	47.34894631	47.9886643	48.63150876	49.27568318	49.92226493	50.570391	51.21245585	51.84436485	52.46397642	53.07071441	53.66304887
IDA & IBRD total	IBT	Urban population (% of total)	SP.URB.TOTL.IN.ZS	23.94238747	24.44621323	24.92385371	25.37207094	25.82767196	26.0656398	26.29230053	26.5328532	26.77242322	27.0075994	27.23995255	27.48933212	27.77219747	28.09103608	28.447464	28.75123488	29.10893869	29.47067253	29.92577786	30.46176932	31.00349085	31.5540536	32.07055813	32.5494994	33.04210337	33.53634658	34.02520363	34.50689681	34.98642428	35.45205073	35.90367771	36.35221274	36.79729599	37.24234851	37.6820021	38.12143976	38.5610941	39.00757271	39.4589025	39.91348613	40.37421729	40.88296568	41.43832444	42.00117627	42.57039717	43.14408621	43.71186255	44.27737961	44.84877095	45.42132443	45.99437997	46.56748865	47.13585691	47.69576671	48.24638389	48.7877121	49.31900657
IDA total	IDA	Urban population (% of total)	SP.URB.TOTL.IN.ZS	13.68603782	13.99226867	14.29791859	14.61684065	14.94632641	15.28298441	15.61858668	15.97744904	16.34708662	16.73005367	17.11588928	17.54366194	17.98274531	18.43373785	18.89298391	19.01237479	19.49550146	19.98473228	20.48744368	20.95926069	21.45053615	21.91895115	22.2818195	22.66174983	23.06327953	23.48284047	23.90396158	24.32648271	24.75083635	25.16446697	25.58266771	25.93899299	26.27977919	26.60885968	26.90782714	27.20608733	27.50765137	27.81918552	28.13018347	28.44476694	28.77052153	29.16188963	29.57490362	29.99799231	30.43283783	30.88290304	31.34525926	31.82131749	32.31640785	32.81493519	33.31600151	33.81567217	34.31432214	34.8137884	35.31761786	35.82737238	36.34307411
IDA blend	IDB	Urban population (% of total)	SP.URB.TOTL.IN.ZS	18.74406871	19.08516591	19.37817153	19.68041073	19.98220896	20.28817087	20.60037126	20.9222485	21.24864875	21.57752383	21.91974577	22.3454972	22.7590373	23.19360097	23.64028575	24.09146104	24.54314354	24.97401407	25.4111338	25.83527969	26.20706828	26.64710608	27.06577478	27.493131	27.92745275	28.36376535	28.80470553	29.2480464	29.68660072	30.10951942	30.53111721	30.82938381	31.13150544	31.42442336	31.71762924	32.01297442	32.31465876	32.6270983	32.95082425	33.28109154	33.6251172	34.07887619	34.54329875	35.0007853	35.46694206	35.94373241	36.43157951	36.93170122	37.44352459	37.96452642	38.49435055	39.02862553	39.56931912	40.11348205	40.6619002	41.21440304	41.77115507
Indonesia	IDN	Urban population (% of total)	SP.URB.TOTL.IN.ZS	14.586	14.821	15.058	15.299	15.543	15.789	16.039	16.293	16.549	16.809	17.071	17.338	17.779	18.28	18.793	19.317	19.853	20.398	20.956	21.524	22.104	22.815	23.606	24.415	25.244	26.089	26.953	27.835	28.736	29.651	30.584	31.613	32.703	33.808	34.933	36.076	37.235	38.406	39.593	40.792	42.002	42.782	43.566	44.353	45.145	45.937	46.732	47.528	48.327	49.124	49.924	50.712	51.488	52.252	53.003	53.742	54.466
IDA only	IDX	Urban population (% of total)	SP.URB.TOTL.IN.ZS	11.27407716	11.56507339	11.87736942	12.20456777	12.54779497	12.90001379	13.24824455	13.62636281	14.01776788	14.42635434	14.83103863	15.25612857	15.70229494	16.15462894	16.612155	16.56270341	17.05052638	17.55683947	18.07996579	18.5637258	19.10295223	19.57525764	19.90090344	20.2482662	20.62500831	21.02838249	21.43231242	21.83785228	22.24986267	22.65573772	23.07108675	23.45904971	23.82307878	24.17512643	24.48224719	24.78710691	25.0926703	25.40720722	25.71542641	26.02697651	26.34847209	26.71445314	27.10806037	27.52027175	27.94511981	28.38632696	28.83922389	29.30520648	29.79256524	30.27949262	30.76327002	31.24219006	31.71778919	32.19254911	32.6717719	33.15834681	33.65239971
Isle of Man	IMN	Urban population (% of total)	SP.URB.TOTL.IN.ZS	55.123	55.345	55.586	55.826	56.066	56.305	56.47	56.311	56.151	55.991	55.831	55.556	54.77	53.983	53.194	52.403	51.799	51.795	51.791	51.788	51.784	51.78	51.776	51.773	51.769	51.765	51.761	51.757	51.754	51.75	51.746	51.745	51.754	51.764	51.773	51.783	51.792	51.8	51.808	51.815	51.823	51.833	51.851	51.869	51.887	51.905	51.922	51.94	51.958	51.976	51.994	52.012	52.042	52.084	52.138	52.203	52.281
India	IND	Urban population (% of total)	SP.URB.TOTL.IN.ZS	17.924	18.032	18.218	18.405	18.595	18.785	18.977	19.171	19.366	19.562	19.76	19.991	20.321	20.653	20.991	21.332	21.677	22.026	22.379	22.736	23.098	23.417	23.647	23.879	24.113	24.348	24.585	24.823	25.063	25.305	25.547	25.778	25.984	26.191	26.399	26.607	26.817	27.028	27.24	27.453	27.667	27.918	28.244	28.572	28.903	29.235	29.569	29.906	30.246	30.587	30.93	31.276	31.631	31.994	32.366	32.747	33.136
Not classified	INX	Urban population (% of total)	SP.URB.TOTL.IN.ZS																																																									
Ireland	IRL	Urban population (% of total)	SP.URB.TOTL.IN.ZS	45.822	46.24	46.856	47.473	48.091	48.709	49.323	49.923	50.524	51.123	51.722	52.269	52.611	52.952	53.294	53.634	53.975	54.315	54.655	54.994	55.333	55.634	55.794	55.955	56.115	56.275	56.426	56.546	56.666	56.786	56.906	57.046	57.265	57.484	57.702	57.92	58.144	58.395	58.645	58.896	59.146	59.395	59.649	59.925	60.202	60.477	60.752	61.025	61.298	61.569	61.84	62.111	62.386	62.667	62.952	63.241	63.535
"Iran, Islamic Rep."	IRN	Urban population (% of total)	SP.URB.TOTL.IN.ZS	33.735	34.389	35.051	35.718	36.391	37.068	37.752	38.557	39.437	40.321	41.212	42.11	43.014	43.92	44.832	45.747	46.666	47.47	48.21	48.951	49.693	50.434	51.175	51.916	52.657	53.395	54.133	54.717	55.257	55.794	56.33	56.865	57.653	58.519	59.38	60.236	61.087	61.853	62.588	63.318	64.042	64.758	65.468	66.172	66.869	67.558	68.239	68.864	69.458	70.045	70.626	71.2	71.769	72.32	72.855	73.375	73.879
Iraq	IRQ	Urban population (% of total)	SP.URB.TOTL.IN.ZS	42.899	44.432	45.978	47.532	49.093	50.651	51.868	52.945	54.02	55.089	56.154	57.214	58.269	59.313	60.351	61.379	62.398	63.404	64.178	64.852	65.521	66.183	66.839	67.488	68.132	68.767	69.396	70.017	70.072	69.889	69.706	69.522	69.337	69.152	68.966	68.78	68.593	68.405	68.388	68.442	68.496	68.55	68.604	68.658	68.712	68.766	68.819	68.873	68.927	68.98	69.034	69.098	69.175	69.262	69.361	69.471	69.592
Iceland	ISL	Urban population (% of total)	SP.URB.TOTL.IN.ZS	80.3	80.803	81.297	81.781	82.256	82.72	83.175	83.621	84.057	84.483	84.9	85.269	85.63	85.983	86.33	86.669	87.002	87.326	87.644	87.955	88.26	88.533	88.8	89.062	89.319	89.57	89.816	90.057	90.294	90.524	90.75	90.932	91.112	91.287	91.46	91.63	91.797	91.96	92.121	92.267	92.401	92.532	92.662	92.789	92.914	93.037	93.159	93.278	93.395	93.511	93.624	93.734	93.84	93.942	94.042	94.137	94.23
Israel	ISR	Urban population (% of total)	SP.URB.TOTL.IN.ZS	76.848	77.985	78.754	79.502	80.232	80.94	81.63	82.3	82.952	83.582	84.195	84.789	85.351	85.793	86.224	86.643	87.053	87.45	87.838	88.215	88.583	88.94	89.287	89.608	89.719	89.828	89.936	90.044	90.15	90.255	90.359	90.463	90.565	90.666	90.767	90.866	90.943	91.009	91.074	91.139	91.203	91.267	91.33	91.393	91.456	91.518	91.58	91.641	91.702	91.763	91.824	91.886	91.949	92.012	92.076	92.14	92.205
Italy	ITA	Urban population (% of total)	SP.URB.TOTL.IN.ZS	59.361	59.856	60.355	60.853	61.35	61.843	62.334	62.822	63.309	63.792	64.272	64.75	65.039	65.241	65.442	65.643	65.844	66.044	66.243	66.442	66.64	66.837	66.886	66.866	66.846	66.826	66.806	66.786	66.766	66.746	66.726	66.706	66.742	66.802	66.862	66.922	66.982	67.042	67.102	67.162	67.222	67.282	67.382	67.501	67.62	67.738	67.856	67.974	68.092	68.209	68.327	68.444	68.56	68.686	68.821	68.964	69.116
Jamaica	JAM	Urban population (% of total)	SP.URB.TOTL.IN.ZS	33.769	34.5	35.239	35.985	36.74	37.499	38.265	39.036	39.815	40.596	41.324	41.858	42.395	42.933	43.472	44.013	44.557	45.1	45.645	46.191	46.739	47.286	47.813	48.016	48.22	48.424	48.628	48.832	49.036	49.24	49.444	49.656	49.896	50.136	50.375	50.615	50.855	51.095	51.335	51.574	51.814	52.053	52.251	52.437	52.625	52.811	52.998	53.184	53.371	53.557	53.743	53.93	54.127	54.336	54.556	54.788	55.03
Jordan	JOR	Urban population (% of total)	SP.URB.TOTL.IN.ZS	50.879	52.412	53.215	53.565	53.914	54.262	54.61	54.957	55.296	55.633	55.971	56.308	56.645	56.98	57.315	57.65	57.984	58.316	58.649	58.98	60.029	61.464	62.882	64.278	65.652	66.996	68.315	69.606	70.868	72.095	73.291	74.455	75.586	76.68	77.74	78.365	78.66	78.951	79.239	79.525	79.808	80.087	80.364	80.638	80.909	81.177	81.442	81.704	81.964	82.22	82.473	82.724	82.97	83.211	83.447	83.679	83.905
Japan	JPN	Urban population (% of total)	SP.URB.TOTL.IN.ZS	63.272	64.213	65.144	66.064	66.972	67.866	68.704	69.516	70.316	71.102	71.877	72.666	73.452	74.22	74.975	75.716	75.944	76.002	76.06	76.118	76.175	76.273	76.383	76.493	76.603	76.712	76.835	76.962	77.088	77.213	77.339	77.473	77.61	77.746	77.881	78.016	78.145	78.272	78.398	78.523	78.649	79.99	81.647	83.196	84.64	85.978	87.057	88.013	88.909	89.743	90.522	91.248	91.902	92.491	93.021	93.498	93.928
Kazakhstan	KAZ	Urban population (% of total)	SP.URB.TOTL.IN.ZS	44.198	44.746	45.296	45.847	46.4	47.047	47.696	48.346	48.997	49.647	50.236	50.753	51.269	51.785	52.3	52.564	52.828	53.092	53.356	53.7	54.142	54.582	55.022	55.461	55.9	56.01	56.121	56.231	56.341	56.357	56.266	56.175	56.083	55.992	55.9	55.921	55.943	55.964	55.986	55.93	55.729	55.527	55.326	55.124	54.921	54.719	54.516	54.314	54.111	53.908	53.732	53.581	53.458	53.361	53.29	53.247	53.229
Kenya	KEN	Urban population (% of total)	SP.URB.TOTL.IN.ZS	7.362	7.565	7.774	8.038	8.318	8.605	8.902	9.209	9.525	9.85	10.295	10.778	11.282	11.805	12.349	12.914	13.503	14.112	14.745	15.401	15.583	15.681	15.78	15.879	15.979	16.079	16.18	16.281	16.383	16.485	16.748	17.043	17.342	17.645	17.952	18.263	18.579	18.898	19.222	19.55	19.892	20.239	20.591	20.948	21.31	21.675	22.045	22.42	22.8	23.183	23.571	23.967	24.37	24.78	25.197	25.622	26.055
Kyrgyz Republic	KGZ	Urban population (% of total)	SP.URB.TOTL.IN.ZS	34.181	34.511	34.844	35.178	35.515	35.851	36.19	36.53	36.871	37.214	37.466	37.609	37.753	37.897	38.042	38.186	38.331	38.476	38.621	38.677	38.627	38.577	38.527	38.477	38.427	38.377	38.327	38.277	38.227	38.065	37.777	37.49	37.203	36.918	36.633	36.349	36.066	35.785	35.504	35.3	35.298	35.296	35.295	35.293	35.292	35.29	35.289	35.287	35.285	35.284	35.303	35.342	35.403	35.483	35.585	35.707	35.85
Cambodia	KHM	Urban population (% of total)	SP.URB.TOTL.IN.ZS	10.285	10.293	10.333	10.497	10.662	10.83	11	12.098	13.291	14.579	15.97	18.717	21.818	25.263	29.055	4.477	4.82	5.186	5.578	5.999	9.898	12.742	13.031	13.325	13.626	13.931	14.242	14.559	14.883	15.211	15.546	15.887	16.234	16.587	16.946	17.311	17.683	18.06	18.355	18.47	18.586	18.703	18.82	18.937	19.055	19.174	19.293	19.413	19.533	19.666	19.81	19.967	20.137	20.319	20.514	20.723	20.945
Kiribati	KIR	Urban population (% of total)	SP.URB.TOTL.IN.ZS	16.29	16.918	17.566	18.233	18.92	19.625	20.351	21.097	21.863	22.871	24.088	25.348	26.654	27.997	28.96	29.606	30.262	30.925	31.596	32.036	32.284	32.532	32.782	33.032	33.284	33.541	33.828	34.116	34.405	34.695	34.987	35.272	35.555	35.839	36.123	36.409	37.386	38.752	40.138	41.54	42.958	43.473	43.492	43.512	43.532	43.551	43.571	43.603	43.647	43.704	43.773	43.855	43.948	44.055	44.173	44.304	44.447
St. Kitts and Nevis	KNA	Urban population (% of total)	SP.URB.TOTL.IN.ZS	27.644	28.269	28.903	29.545	30.197	30.855	31.521	32.196	32.878	33.567	34.141	34.317	34.495	34.672	34.849	35.027	35.206	35.385	35.564	35.744	35.882	35.754	35.626	35.498	35.37	35.243	35.116	34.989	34.862	34.735	34.609	34.474	34.283	34.093	33.904	33.715	33.526	33.339	33.151	32.965	32.778	32.593	32.427	32.281	32.155	32.048	31.961	31.893	31.845	31.816	31.806	31.815	31.844	31.892	31.96	32.047	32.153
"Korea, Rep."	KOR	Urban population (% of total)	SP.URB.TOTL.IN.ZS	27.71	28.531	29.461	30.407	31.372	32.351	33.347	34.971	36.846	38.756	40.704	42.261	43.692	45.131	46.579	48.033	49.719	51.476	53.233	54.981	56.72	58.407	60.061	61.693	63.301	64.876	66.679	68.563	70.389	72.148	73.844	74.972	75.82	76.645	77.452	78.239	78.662	78.905	79.145	79.384	79.621	79.94	80.299	80.652	81.002	81.345	81.528	81.631	81.733	81.835	81.936	82.037	82.141	82.249	82.36	82.474	82.592
Kuwait	KWT	Urban population (% of total)	SP.URB.TOTL.IN.ZS	74.893	75.787	76.66	77.511	78.341	79.273	80.716	82.081	83.371	84.582	85.661	86.444	87.192	87.902	88.579	89.384	90.745	91.944	93	93.928	94.781	95.67	96.414	97.034	97.551	97.903	97.917	97.932	97.946	97.96	97.974	97.988	98.002	98.016	98.029	98.043	98.057	98.071	98.085	98.099	98.113	98.128	98.142	98.157	98.172	98.187	98.202	98.217	98.232	98.248	98.263	98.279	98.294	98.31	98.326	98.342	98.358
Latin America & Caribbean (excluding high income)	LAC	Urban population (% of total)	SP.URB.TOTL.IN.ZS	48.38645608	49.18953934	50.00569196	50.82428479	51.64780544	52.42049471	53.19197636	53.96183892	54.73274311	55.50117103	56.26687806	57.04384143	57.81516182	58.56180996	59.29915302	60.03542332	60.76553441	61.49453282	62.22024559	62.93891529	63.64911007	64.32280351	64.97185328	65.61509812	66.25411815	66.88908022	67.51175599	68.12426003	68.73011414	69.32529183	69.90720423	70.45992382	70.98759432	71.49699021	72.0015388	72.49679643	72.96822081	73.44946352	73.92614704	74.38696217	74.84521931	75.21170516	75.55332235	75.88752581	76.21990044	76.54688964	76.8700159	77.18880574	77.50369342	77.81328031	78.11928534	78.42132758	78.71630397	79.00449224	79.28643671	79.56160649	79.83025766
Lao PDR	LAO	Urban population (% of total)	SP.URB.TOTL.IN.ZS	7.946	8.02	8.095	8.17	8.246	8.323	8.4	8.692	8.994	9.304	9.625	9.955	10.295	10.597	10.837	11.081	11.331	11.584	11.843	12.107	12.377	12.65	12.93	13.214	13.504	13.804	14.118	14.439	14.766	15.098	15.437	15.782	16.133	16.49	16.854	17.378	18.234	19.12	20.039	20.991	21.977	22.993	24.044	25.126	26.242	27.386	28.537	29.688	30.839	31.985	33.123	34.252	35.368	36.469	37.551	38.614	39.654
Lebanon	LBN	Urban population (% of total)	SP.URB.TOTL.IN.ZS	42.343	44.039	45.752	47.475	49.207	50.935	52.664	54.386	56.101	57.796	59.475	61.06	62.58	64.072	65.54	66.978	68.387	69.759	71.099	72.403	73.672	74.899	76.089	77.24	78.353	79.422	80.454	81.446	82.4	82.763	83.12	83.472	83.818	84.157	84.491	84.82	85.142	85.459	85.77	85.885	86	86.115	86.231	86.348	86.466	86.584	86.703	86.822	86.942	87.062	87.183	87.304	87.426	87.548	87.67	87.792	87.914
Liberia	LBR	Urban population (% of total)	SP.URB.TOTL.IN.ZS	18.632	19.291	19.969	20.664	21.378	22.108	22.856	23.622	24.407	25.207	26.025	26.86	27.713	28.581	29.47	30.382	31.311	32.252	33.209	34.181	35.167	36.163	37.173	38.194	39.834	42.373	44.956	47.567	50.195	52.814	55.422	58	55.019	52.009	48.981	45.96	42.964	43.304	43.646	43.988	44.331	44.673	45.017	45.361	45.706	46.051	46.396	46.742	47.088	47.441	47.801	48.168	48.541	48.921	49.308	49.701	50.1
Libya	LBY	Urban population (% of total)	SP.URB.TOTL.IN.ZS	27.323	28.197	29.089	29.998	30.924	33.666	36.698	39.839	43.07	46.352	49.671	52.992	56.292	59.528	61.237	62.785	64.31	65.802	67.265	68.696	70.094	71.451	72.773	74.055	75.3	75.45	75.505	75.56	75.614	75.669	75.723	75.777	75.832	75.886	75.94	75.994	76.048	76.11	76.181	76.259	76.346	76.441	76.544	76.655	76.774	76.9	77.034	77.175	77.324	77.479	77.642	77.812	77.988	78.17	78.359	78.554	78.754
St. Lucia	LCA	Urban population (% of total)	SP.URB.TOTL.IN.ZS	21.46	21.696	21.934	22.174	22.416	22.66	22.905	23.153	23.403	23.654	23.907	24.162	24.419	24.677	24.938	25.2	25.465	25.73	25.998	26.268	26.54	26.812	27.087	27.364	27.643	27.923	28.205	28.488	28.774	29.061	29.349	29.572	29.369	29.167	28.965	28.765	28.565	28.366	28.168	27.971	27.774	27.473	26.329	25.216	24.133	23.085	22.068	21.084	20.131	19.213	18.45	18.45	18.45	18.459	18.477	18.504	18.54
Latin America & Caribbean	LCN	Urban population (% of total)	SP.URB.TOTL.IN.ZS	49.2772809	50.06647873	50.86668825	51.66946351	52.47732789	53.23779372	53.99749873	54.7558275	55.51483006	56.27036647	57.02128862	57.77918235	58.53055967	59.25809339	59.97686998	60.69499469	61.40923364	62.12218924	62.83224785	63.53538195	64.23751814	64.92369993	65.58112027	66.2204639	66.85342629	67.48001813	68.09317142	68.69481364	69.28824069	69.86966467	70.43505115	70.96671803	71.4756913	71.97275904	72.46538529	72.94924141	73.41080999	73.8815979	74.34887038	74.79900239	75.24550123	75.60198952	75.93444058	76.25947113	76.5825287	76.9002135	77.21383438	77.52307045	77.82850401	78.12866019	78.42517182	78.71725572	79.00260271	79.28155504	79.55416286	79.82032678	80.08037347
Least developed countries: UN classification	LDC	Urban population (% of total)	SP.URB.TOTL.IN.ZS	9.588227982	9.833826188	10.10129612	10.38311747	10.67939806	10.98622101	11.30287617	11.65324913	12.01767166	12.39901931	12.78113417	13.19867153	13.64045454	14.0877344	14.54181463	14.44735619	14.92943744	15.43275222	15.95429365	16.45726347	17.01993318	17.50867309	17.83934069	18.19437481	18.57938839	18.98722949	19.39819929	19.81295617	20.23600482	20.65459916	21.08811053	21.49291489	21.87304603	22.24165294	22.56112218	22.87358367	23.18488791	23.5056908	23.8200271	24.13516877	24.45793147	24.83242838	25.2387309	25.66569584	26.10342837	26.55543988	27.01484562	27.48258054	27.9745528	28.47287292	28.97771115	29.48787659	30.00207208	30.51899713	31.03935764	31.56276013	32.0890515
Low income	LIC	Urban population (% of total)	SP.URB.TOTL.IN.ZS	11.79070158	12.09115641	12.38871023	12.69836283	13.02063244	13.35952597	13.71550918	14.08771893	14.54099118	15.05461743	15.56045884	15.91444202	16.27950696	16.64835416	17.02687777	17.40973483	17.76369964	18.12299885	18.48391496	18.79458666	19.08830082	19.40219508	19.7187128	20.0587055	20.41185987	20.7908333	21.16099313	21.5226947	21.88878548	22.24524711	22.61717369	22.95945556	23.28836455	23.59755085	23.88015242	24.14418613	24.39792463	24.66169391	24.91177328	25.16317695	25.4214353	25.70595875	25.98404455	26.27448291	26.57509384	26.8945515	27.22260794	27.56099663	27.93431155	28.31408765	28.70162216	29.09586412	29.4975164	29.90594305	30.32237848	30.74694118	31.17941844
Liechtenstein	LIE	Urban population (% of total)	SP.URB.TOTL.IN.ZS	20.437	20.315	20.102	19.89	19.679	19.471	19.264	19.059	18.855	18.654	18.453	18.364	18.354	18.344	18.334	18.324	18.314	18.304	18.294	18.284	18.274	18.187	18.043	17.901	17.759	17.619	17.479	17.34	17.201	17.064	16.928	16.821	16.736	16.651	16.566	16.482	16.29	15.994	15.702	15.414	15.13	14.962	14.906	14.85	14.795	14.739	14.684	14.629	14.574	14.519	14.464	14.41	14.365	14.33	14.305	14.289	14.283
Sri Lanka	LKA	Urban population (% of total)	SP.URB.TOTL.IN.ZS	16.431	16.592	16.753	16.916	17.267	17.626	17.992	18.364	18.742	19.125	19.514	19.91	19.915	19.77	19.626	19.483	19.34	19.199	19.058	18.918	18.779	18.676	18.664	18.652	18.639	18.627	18.615	18.602	18.59	18.578	18.566	18.553	18.541	18.529	18.516	18.504	18.492	18.48	18.467	18.455	18.443	18.431	18.418	18.406	18.394	18.382	18.37	18.357	18.345	18.333	18.321	18.309	18.297	18.3	18.32	18.356	18.407
Lower middle income	LMC	Urban population (% of total)	SP.URB.TOTL.IN.ZS	19.80329305	20.03819213	20.30622207	20.57707129	20.8522458	21.13060282	21.40705876	21.69228248	21.97990166	22.27125914	22.56429459	22.88187385	23.26228327	23.65011112	24.04133105	24.28932787	24.6821238	25.07314641	25.46833916	25.86049398	26.2703211	26.68453487	27.0217184	27.36688826	27.72403976	28.08763527	28.45750253	28.82977422	29.20534733	29.57565609	29.97831145	30.29474577	30.60315522	30.91117719	31.2068356	31.49605484	31.78793468	32.08756854	32.39345807	32.70290867	33.02212217	33.34158682	33.7118205	34.090636	34.47814508	34.87411525	35.27849876	35.69074968	36.10980885	36.53375425	36.96256035	37.39497041	37.83438443	38.27929332	38.72882615	39.18544188	39.6465737
Low & middle income	LMY	Urban population (% of total)	SP.URB.TOTL.IN.ZS	23.59908589	24.10229101	24.58375388	25.03644197	25.49644451	25.73798466	25.96939139	26.21429895	26.46325338	26.71210924	26.95959913	27.21379149	27.49962006	27.82134557	28.18033657	28.48533126	28.8414585	29.20122216	29.65522042	30.19228572	30.73597804	31.28946421	31.80904025	32.29154338	32.78778623	33.28591612	33.77893391	34.26503518	34.74920435	35.22097941	35.69424371	36.15049703	36.60176967	37.05149836	37.4961053	37.94020934	38.38506302	38.83576988	39.29141359	39.74978947	40.2165331	40.72940153	41.2892437	41.85739748	42.43160956	43.01004711	43.58234129	44.15216379	44.72774026	45.30438989	45.88196407	46.45956991	47.03212793	47.59610879	48.15061666	48.69565266	49.23046076
Lesotho	LSO	Urban population (% of total)	SP.URB.TOTL.IN.ZS	3.512	3.96	4.464	5.029	5.661	6.366	7.065	7.425	7.802	8.196	8.608	9.039	9.474	9.905	10.355	10.822	11.213	11.272	11.331	11.39	11.45	11.51	11.57	11.63	11.691	11.752	11.905	12.394	12.901	13.425	13.967	14.527	15.106	15.703	16.319	16.955	17.571	18.049	18.538	19.038	19.548	20.067	20.597	21.137	21.689	22.249	22.82	23.293	23.774	24.259	24.753	25.253	25.76	26.271	26.789	27.312	27.84
Late-demographic dividend	LTE	Urban population (% of total)	SP.URB.TOTL.IN.ZS	26.16447866	26.92704919	27.58199361	28.14638911	28.72504725	28.83537605	28.92162116	29.04240613	29.16573709	29.28050941	29.38790747	29.48356223	29.59612282	29.78163446	30.04800976	30.33289931	30.60321611	30.88668431	31.36898747	32.04200561	32.71822643	33.39823863	34.07202437	34.65525787	35.26025809	35.86231228	36.45359344	37.0381166	37.62525141	38.19682764	38.75435555	39.38602805	39.97138034	40.62910782	41.2937852	42.01020966	42.6900759	43.38657283	44.09861922	44.82413448	45.57120525	46.44343525	47.39008144	48.35544306	49.33646626	50.327982	51.30482756	52.27740264	53.25680179	54.23605494	55.21628485	56.19410562	57.1496638	58.0792161	58.98088054	59.85466782	60.69807667
Lithuania	LTU	Urban population (% of total)	SP.URB.TOTL.IN.ZS	39.46	40.443	41.435	42.434	43.441	44.45	45.465	46.484	47.507	48.53	49.555	50.719	51.968	53.21	54.451	55.685	56.915	58.132	59.342	60.361	61.158	61.946	62.73	63.506	64.277	65.038	65.793	66.54	67.28	67.642	67.583	67.523	67.464	67.404	67.345	67.285	67.225	67.166	67.106	67.046	66.986	66.919	66.828	66.737	66.646	66.635	66.706	66.777	66.848	66.842	66.757	66.672	66.604	66.554	66.522	66.508	66.512
Luxembourg	LUX	Urban population (% of total)	SP.URB.TOTL.IN.ZS	69.556	69.927	70.443	70.953	71.459	71.958	72.452	72.941	73.425	73.902	74.374	74.916	75.528	76.127	76.717	77.297	77.867	78.426	78.975	79.513	80.042	80.444	80.501	80.557	80.613	80.669	80.725	80.78	80.836	80.891	80.947	81.13	81.528	81.857	82.482	82.893	82.825	82.779	82.893	83.448	84.216	84.843	85.299	85.743	86.177	86.598	87.009	87.409	87.8	88.178	88.547	88.906	89.247	89.568	89.872	90.16	90.432
Latvia	LVA	Urban population (% of total)	SP.URB.TOTL.IN.ZS	52.867	53.663	54.459	55.253	56.045	56.832	57.617	58.398	59.175	59.946	60.713	61.433	62.122	62.805	63.484	64.157	64.826	65.487	66.143	66.686	67.095	67.44	67.722	68.003	68.283	68.56	68.782	68.947	69.112	69.2	69.25	69.201	68.852	68.799	68.901	68.75	68.65	68.6	68.451	68.22	68.067	67.95	67.85	67.8	67.9	68	67.967	67.9	67.834	67.764	67.692	67.62	67.548	67.476	67.421	67.382	67.361
"Macao SAR, China"	MAC	Urban population (% of total)	SP.URB.TOTL.IN.ZS	95.289	95.328	95.556	95.773	95.98	96.177	96.365	96.544	96.715	96.877	97.032	97.208	97.397	97.573	97.738	97.891	98.035	98.169	98.294	98.41	98.519	98.655	98.889	99.084	99.244	99.377	99.486	99.576	99.651	99.712	99.763	99.805	99.839	99.867	99.891	99.91	99.98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
St. Martin (French part)	MAF	Urban population (% of total)	SP.URB.TOTL.IN.ZS																																																									
